,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,water_equiv_snowfall,station_pressure,sealevel_pressure,wind_speed,wind_direction,avg_wind_speed,datetime,year,month,day,wind_direction_cos,wind_direction_sin,TS,GR,RA,DZ,SN,FG,BR,HZ,FU,SQ,MI,BC,VC,FG+,MD
1420,1,78,46,62.0,6.0,44,53.0,3.0,0.0,554,1725,0.0,29.33,30.07,7.0,280,7.9,2010-10-06,2010,10,6,0.17364817766692997,-0.9848077530122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1421,2,78,45,62.0,6.0,43,52.0,3.0,0.0,554,1725,0.0,29.39,30.08,6.7,270,7.3,2010-10-06,2010,10,6,-1.8369701987210297e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1422,1,76,49,63.0,7.0,39,50.0,2.0,0.0,555,1724,0.0,29.36,30.08,5.8,300,6.2,2010-10-07,2010,10,7,0.5000000000000001,-0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1423,2,76,49,63.0,7.0,40,51.0,2.0,0.0,555,1724,0.0,29.42,30.08,2.9,310,4.5,2010-10-07,2010,10,7,0.6427876096865393,-0.7660444431189781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1424,1,79,48,64.0,8.0,40,52.0,1.0,0.0,556,1722,0.0,29.31,30.03,7.0,240,7.3,2010-10-08,2010,10,8,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1425,2,79,49,64.0,8.0,37,51.0,1.0,0.0,556,1722,0.0,29.37,30.03,7.0,240,7.1,2010-10-08,2010,10,8,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1426,1,86,55,71.0,16.0,52,59.0,0.0,6.0,557,1720,0.0,29.25,29.98,2.5,240,3.6,2010-10-09,2010,10,9,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1427,2,87,56,72.0,16.0,49,59.0,0.0,7.0,557,1720,0.0,29.31,29.97,3.9,240,4.2,2010-10-09,2010,10,9,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1428,1,84,57,71.0,16.0,50,59.0,0.0,6.0,558,1719,0.0,29.16,29.89,4.0,250,4.1,2010-10-10,2010,10,10,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1429,2,84,59,72.0,16.0,50,59.0,0.0,7.0,558,1719,0.0,29.23,29.88,3.7,250,3.9,2010-10-10,2010,10,10,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1430,1,82,54,68.0,14.0,52,58.0,0.0,3.0,559,1717,0.0,29.12,29.83,2.2,30,4.0,2010-10-11,2010,10,11,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1431,2,81,57,69.0,14.0,53,59.0,0.0,4.0,559,1717,0.0,29.18,29.82,1.5,340,4.3,2010-10-11,2010,10,11,0.9396926207859084,-0.3420201433256686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1432,1,76,52,64.0,10.0,54,58.0,1.0,0.0,600,1715,0.0,29.21,29.92,3.3,60,3.9,2010-10-12,2010,10,12,0.5000000000000001,0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1433,2,76,54,65.0,10.0,54,59.0,0.0,0.0,600,1715,0.0,29.26,29.91,3.1,60,5.0,2010-10-12,2010,10,12,0.5000000000000001,0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1434,1,66,47,57.0,4.0,46,52.0,8.0,0.0,602,1714,0.1,29.35,30.06,7.2,350,8.6,2010-10-13,2010,10,13,0.9848077530122079,-0.17364817766693127,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1435,2,63,48,56.0,4.0,48,53.0,9.0,0.0,602,1714,0.26,29.4,30.05,7.3,360,8.3,2010-10-13,2010,10,13,1.0,-2.4492935982947064e-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1436,1,66,43,55.0,2.0,32,45.0,10.0,0.0,603,1712,0.0,29.21,29.96,7.2,270,9.2,2010-10-14,2010,10,14,-1.8369701987210297e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1437,2,66,43,55.0,2.0,32,45.0,10.0,0.0,603,1712,0.0,29.28,29.96,6.5,270,8.0,2010-10-14,2010,10,14,-1.8369701987210297e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1438,1,63,44,54.0,1.0,41,47.0,11.0,0.0,604,1711,0.0,29.34,30.06,6.4,10,8.1,2010-10-15,2010,10,15,0.984807753012208,0.17364817766693033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1439,2,62,47,55.0,1.0,41,47.0,10.0,0.0,604,1711,0.0,29.4,30.05,6.6,360,9.2,2010-10-15,2010,10,15,1.0,-2.4492935982947064e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1440,1,71,40,56.0,4.0,39,48.0,9.0,0.0,605,1709,0.0,29.31,30.04,8.0,230,9.1,2010-10-16,2010,10,16,-0.6427876096865395,-0.7660444431189779,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1441,2,71,44,58.0,4.0,39,48.0,7.0,0.0,605,1709,0.0,29.38,30.04,6.4,220,7.1,2010-10-16,2010,10,16,-0.766044443118978,-0.6427876096865393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1442,1,65,47,56.0,4.0,36,46.0,9.0,0.0,606,1707,0.0,29.35,30.08,3.7,10,5.4,2010-10-17,2010,10,17,0.984807753012208,0.17364817766693033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1443,2,64,48,56.0,4.0,38,47.0,9.0,0.0,606,1707,0.0,29.41,30.08,3.6,30,5.3,2010-10-17,2010,10,17,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1444,1,61,43,52.0,1.0,40,47.0,13.0,0.0,607,1706,0.0,29.29,30.02,5.0,40,6.2,2010-10-18,2010,10,18,0.766044443118978,0.6427876096865393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1445,2,60,45,53.0,1.0,41,47.0,12.0,0.0,607,1706,0.0,29.35,30.02,4.1,50,5.6,2010-10-18,2010,10,18,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1446,1,60,39,50.0,-1.0,35,43.0,15.0,0.0,608,1704,0.0,29.23,29.98,6.1,270,7.2,2010-10-19,2010,10,19,-1.8369701987210297e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1447,2,61,40,51.0,-1.0,35,44.0,14.0,0.0,608,1704,0.0,29.29,29.98,5.3,280,6.4,2010-10-19,2010,10,19,0.17364817766692997,-0.9848077530122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1448,1,70,44,57.0,7.0,35,46.0,8.0,0.0,610,1703,0.0,29.03,29.76,10.2,260,12.1,2010-10-20,2010,10,20,-0.17364817766693033,-0.984807753012208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1449,2,70,46,58.0,7.0,35,46.0,7.0,0.0,610,1703,0.0,29.09,29.77,9.9,260,12.2,2010-10-20,2010,10,20,-0.17364817766693033,-0.984807753012208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1450,1,56,38,47.0,-3.0,30,40.0,18.0,0.0,611,1701,0.0,29.25,29.96,9.4,300,10.0,2010-10-21,2010,10,21,0.5000000000000001,-0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1451,2,56,41,49.0,-3.0,29,40.0,16.0,0.0,611,1701,0.0,29.31,29.96,8.5,300,8.8,2010-10-21,2010,10,21,0.5000000000000001,-0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1452,1,64,33,49.0,-1.0,31,42.0,16.0,0.0,612,1660,0.02,29.34,30.07,5.8,210,6.5,2010-10-22,2010,10,22,-0.8660254037844386,-0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1453,2,65,37,51.0,-1.0,29,42.0,14.0,0.0,612,1660,0.01,29.41,30.08,4.9,210,5.1,2010-10-22,2010,10,22,-0.8660254037844386,-0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1454,1,65,54,60.0,11.0,47,53.0,5.0,0.0,613,1658,0.1,29.2,29.94,10.0,210,11.4,2010-10-23,2010,10,23,-0.8660254037844386,-0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1455,2,67,54,61.0,11.0,43,52.0,4.0,0.0,613,1658,0.21,29.26,29.95,9.8,200,10.3,2010-10-23,2010,10,23,-0.9396926207859084,-0.34202014332566866,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1456,1,72,54,63.0,14.0,53,57.0,2.0,0.0,614,1657,0.05,28.98,29.74,8.4,210,9.6,2010-10-24,2010,10,24,-0.8660254037844386,-0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1457,2,73,57,65.0,14.0,51,57.0,0.0,0.0,614,1657,1.01,29.05,29.74,7.7,200,8.5,2010-10-24,2010,10,24,-0.9396926207859084,-0.34202014332566866,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1458,1,72,56,64.0,16.0,56,60.0,1.0,0.0,616,1656,0.0,28.74,29.5,11.6,190,12.4,2010-10-25,2010,10,25,-0.984807753012208,-0.17364817766693047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1459,2,72,57,65.0,16.0,56,60.0,0.0,0.0,616,1656,0.01,28.8,29.5,10.1,190,10.7,2010-10-25,2010,10,25,-0.984807753012208,-0.17364817766693047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1460,1,70,54,62.0,14.0,47,53.0,3.0,0.0,617,1654,0.24,28.55,29.25,24.1,210,26.3,2010-10-26,2010,10,26,-0.8660254037844386,-0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1461,2,71,54,63.0,14.0,47,54.0,2.0,0.0,617,1654,0.4,28.63,29.23,19.2,210,21.4,2010-10-26,2010,10,26,-0.8660254037844386,-0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1462,1,65,43,54.0,6.0,32,44.0,11.0,0.0,618,1653,0.0,28.92,29.59,21.8,240,23.2,2010-10-27,2010,10,27,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1463,2,65,43,54.0,6.0,31,45.0,11.0,0.0,618,1653,0.0,29.0,29.6,20.8,250,22.1,2010-10-27,2010,10,27,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1464,1,46,39,43.0,-4.0,31,38.0,22.0,0.0,619,1651,0.0,29.43,30.1,13.7,280,14.1,2010-10-28,2010,10,28,0.17364817766692997,-0.9848077530122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1465,2,46,39,43.0,-4.0,30,38.0,22.0,0.0,619,1651,0.0,29.49,30.12,14.9,280,15.2,2010-10-28,2010,10,28,0.17364817766692997,-0.9848077530122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1466,1,50,31,41.0,-6.0,27,36.0,24.0,0.0,620,1650,0.0,29.48,30.24,6.2,240,8.9,2010-10-29,2010,10,29,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1467,2,50,33,42.0,-6.0,26,36.0,23.0,0.0,620,1650,0.0,29.55,30.25,5.3,240,7.0,2010-10-29,2010,10,29,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1468,1,63,42,53.0,7.0,32,42.0,12.0,0.0,622,1649,0.0,29.14,29.88,6.5,250,13.3,2010-10-30,2010,10,30,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1469,2,63,41,52.0,7.0,32,42.0,13.0,0.0,622,1649,0.0,29.21,29.9,6.1,240,13.3,2010-10-30,2010,10,30,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1470,1,52,36,44.0,-2.0,30,38.0,21.0,0.0,623,1647,0.0,29.49,30.2,5.8,10,6.9,2010-10-31,2010,10,31,0.984807753012208,0.17364817766693033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1471,2,52,39,46.0,-2.0,31,40.0,19.0,0.0,623,1647,0.0,29.55,30.2,9.0,30,9.9,2010-10-31,2010,10,31,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1472,1,63,47,55.0,2.0,37,47.0,10.0,0.0,448,1849,0.0,29.26,29.95,11.4,260,11.9,2011-05-01,2011,5,1,-0.17364817766693033,-0.984807753012208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1473,2,64,52,58.0,2.0,37,48.0,7.0,0.0,448,1849,0.0,29.32,29.94,11.2,260,11.6,2011-05-01,2011,5,1,-0.17364817766693033,-0.984807753012208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1474,1,59,42,51.0,-3.0,31,42.0,14.0,0.0,447,1850,0.0,29.46,30.17,5.3,360,9.9,2011-05-02,2011,5,2,1.0,-2.4492935982947064e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1475,2,60,43,52.0,-3.0,31,42.0,13.0,0.0,447,1850,0.0,29.52,30.16,4.6,360,9.9,2011-05-02,2011,5,2,1.0,-2.4492935982947064e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1476,1,50,37,44.0,-10.0,31,38.0,21.0,0.0,446,1851,0.0,29.5,30.23,6.7,30,7.6,2011-05-03,2011,5,3,0.8660254037844387,0.49999999999999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1477,2,51,38,45.0,-10.0,30,38.0,20.0,0.0,446,1851,0.0,29.56,30.23,8.2,20,8.7,2011-05-03,2011,5,3,0.9396926207859084,0.3420201433256687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1478,1,59,37,48.0,-6.0,29,40.0,17.0,0.0,444,1852,0.0,29.63,30.37,4.6,30,7.6,2011-05-04,2011,5,4,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1479,2,57,37,47.0,-6.0,29,40.0,18.0,0.0,444,1852,0.0,29.7,30.37,4.9,30,7.3,2011-05-04,2011,5,4,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1480,1,63,35,49.0,-6.0,40,46.0,16.0,0.0,443,1853,0.06,29.33,30.12,10.9,200,11.5,2011-05-05,2011,5,5,-0.9396926207859084,-0.34202014332566866,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1481,2,62,41,52.0,-6.0,39,46.0,13.0,0.0,443,1853,0.1,29.4,30.13,10.4,190,10.9,2011-05-05,2011,5,5,-0.984807753012208,-0.17364817766693047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1482,1,68,44,56.0,1.0,39,48.0,9.0,0.0,442,1855,0.0,29.11,29.87,6.8,280,7.8,2011-05-06,2011,5,6,0.17364817766692997,-0.9848077530122081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1483,2,69,45,57.0,1.0,39,49.0,8.0,0.0,442,1855,0.0,29.18,29.87,7.9,270,9.3,2011-05-06,2011,5,6,-1.8369701987210297e-16,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1484,1,60,43,52.0,-3.0,44,48.0,13.0,0.0,441,1856,0.0,29.13,29.85,5.1,50,6.9,2011-05-07,2011,5,7,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1485,2,60,46,53.0,-3.0,46,50.0,12.0,0.0,441,1856,0.0,29.18,29.84,5.3,50,7.9,2011-05-07,2011,5,7,0.6427876096865394,0.766044443118978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1486,1,68,39,54.0,-2.0,43,49.0,11.0,0.0,439,1857,0.0,29.27,29.98,6.6,60,7.2,2011-05-08,2011,5,8,0.5000000000000001,0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1487,2,68,44,56.0,-2.0,44,50.0,9.0,0.0,439,1857,0.0,29.33,29.97,6.9,60,7.8,2011-05-08,2011,5,8,0.5000000000000001,0.8660254037844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1488,1,73,47,60.0,4.0,45,53.0,5.0,0.0,438,1858,0.0,29.15,29.89,14.3,110,14.7,2011-05-09,2011,5,9,-0.3420201433256687,0.9396926207859084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1489,2,74,51,63.0,4.0,46,55.0,2.0,0.0,438,1858,0.0,29.21,29.89,15.3,120,15.6,2011-05-09,2011,5,9,-0.4999999999999998,0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1490,1,90,62,76.0,20.0,61,66.0,0.0,11.0,437,1859,0.0,29.0,29.72,6.2,140,8.6,2011-05-10,2011,5,10,-0.7660444431189779,0.6427876096865395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1491,2,91,64,78.0,20.0,60,66.0,0.0,13.0,437,1859,0.0,29.06,29.71,7.3,170,8.6,2011-05-10,2011,5,10,-0.984807753012208,0.17364817766693028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1492,1,87,63,75.0,18.0,66,68.0,0.0,10.0,436,1860,0.13,29.1,29.8,3.5,140,6.6,2011-05-11,2011,5,11,-0.7660444431189779,0.6427876096865395,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1493,2,88,67,78.0,18.0,65,69.0,0.0,13.0,436,1860,0.28,29.16,29.78,4.4,140,6.4,2011-05-11,2011,5,11,-0.7660444431189779,0.6427876096865395,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1494,1,86,58,72.0,15.0,63,66.0,0.0,7.0,435,1901,0.29,29.08,29.79,5.6,190,8.1,2011-05-12,2011,5,12,-0.984807753012208,-0.17364817766693047,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1495,2,87,63,75.0,15.0,61,66.0,0.0,10.0,435,1901,0.02,29.13,29.78,4.3,190,7.4,2011-05-12,2011,5,12,-0.984807753012208,-0.17364817766693047,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1496,1,77,47,62.0,4.0,54,56.0,3.0,0.0,434,1902,0.02,29.0,29.73,10.1,30,11.0,2011-05-13,2011,5,13,0.8660254037844387,0.49999999999999994,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1497,2,77,47,62.0,4.0,54,57.0,3.0,0.0,434,1902,0.01,29.07,29.71,10.5,10,11.5,2011-05-13,2011,5,13,0.984807753012208,0.17364817766693033,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1498,1,53,45,49.0,-9.0,47,48.0,16.0,0.0,433,1903,0.31,29.01,29.73,16.7,20,16.9,2011-05-14,2011,5,14,0.9396926207859084,0.3420201433256687,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1499,2,51,46,49.0,-9.0,46,47.0,16.0,0.0,433,1903,0.43,29.05,29.72,17.0,10,17.2,2011-05-14,2011,5,14,0.984807753012208,0.17364817766693033,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1500,1,46,41,44.0,-14.0,36,41.0,21.0,0.0,432,1904,0.31,29.15,29.86,21.4,20,21.4,2011-05-15,2011,5,15,0.9396926207859084,0.3420201433256687,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1501,2,48,42,45.0,-14.0,38,42.0,20.0,0.0,432,1904,0.37,29.19,29.84,18.8,10,18.9,2011-05-15,2011,5,15,0.984807753012208,0.17364817766693033,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1502,1,52,37,45.0,-14.0,30,40.0,20.0,0.0,431,1905,0.0,29.28,30.01,13.5,20,13.9,2011-05-16,2011,5,16,0.9396926207859084,0.3420201433256687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1503,2,53,40,47.0,-14.0,31,40.0,18.0,0.0,431,1905,0.0,29.34,30.01,13.9,10,14.1,2011-05-16,2011,5,16,0.984807753012208,0.17364817766693033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1504,1,60,40,50.0,-9.0,33,43.0,15.0,0.0,430,1906,0.0,29.21,29.96,12.2,30,12.7,2011-05-17,2011,5,17,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505,2,60,40,50.0,-9.0,35,44.0,15.0,0.0,430,1906,0.0,29.27,29.95,13.1,20,13.6,2011-05-17,2011,5,17,0.9396926207859084,0.3420201433256687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1506,1,57,49,53.0,-7.0,48,49.0,12.0,0.0,429,1907,0.07,29.16,29.89,6.2,20,7.1,2011-05-18,2011,5,18,0.9396926207859084,0.3420201433256687,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1507,2,61,50,56.0,-7.0,49,51.0,9.0,0.0,429,1907,0.03,29.21,29.88,6.6,10,7.0,2011-05-18,2011,5,18,0.984807753012208,0.17364817766693033,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1508,1,72,49,61.0,1.0,53,56.0,4.0,0.0,428,1908,0.0,29.29,30.0,3.6,20,5.8,2011-05-19,2011,5,19,0.9396926207859084,0.3420201433256687,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1509,2,73,50,62.0,1.0,53,55.0,3.0,0.0,428,1908,0.0,29.36,30.0,3.0,20,5.0,2011-05-19,2011,5,19,0.9396926207859084,0.3420201433256687,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
1510,1,73,50,62.0,1.0,54,57.0,3.0,0.0,427,1909,0.0,29.3,30.03,5.5,60,6.0,2011-05-20,2011,5,20,0.5000000000000001,0.8660254037844386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1511,2,72,50,61.0,1.0,53,56.0,4.0,0.0,427,1909,0.0,29.36,30.03,5.4,70,6.2,2011-05-20,2011,5,20,0.3420201433256688,0.9396926207859083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1512,1,75,50,63.0,2.0,59,62.0,2.0,0.0,426,1910,0.01,29.13,29.87,7.0,150,8.1,2011-05-21,2011,5,21,-0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1513,2,76,51,64.0,2.0,59,62.0,1.0,0.0,426,1910,0.0,29.2,29.87,8.1,150,9.0,2011-05-21,2011,5,21,-0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1514,1,87,61,74.0,13.0,60,64.0,0.0,9.0,425,1911,0.58,28.95,29.7,10.3,190,11.4,2011-05-22,2011,5,22,-0.984807753012208,-0.17364817766693047,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1515,2,88,65,77.0,13.0,59,65.0,0.0,12.0,425,1911,0.12,29.02,29.69,11.2,180,11.6,2011-05-22,2011,5,22,-1.0,1.2246467991473532e-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1516,1,79,60,70.0,9.0,59,64.0,0.0,5.0,425,1912,0.0,28.92,29.62,10.0,250,11.3,2011-05-23,2011,5,23,-0.3420201433256694,-0.9396926207859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1517,2,80,65,73.0,9.0,59,64.0,0.0,8.0,425,1912,0.0,28.98,29.61,11.3,240,12.5,2011-05-23,2011,5,23,-0.5000000000000004,-0.8660254037844385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1518,1,66,47,57.0,-5.0,47,51.0,8.0,0.0,424,1913,0.11,29.15,29.86,12.0,40,12.4,2011-05-24,2011,5,24,0.766044443118978,0.6427876096865393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1519,2,69,48,59.0,-5.0,47,53.0,6.0,0.0,424,1913,0.01,29.21,29.84,11.1,30,11.5,2011-05-24,2011,5,24,0.8660254037844387,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1520,1,67,47,57.0,-5.0,52,53.0,8.0,0.0,423,1914,2.24,28.92,29.67,10.7,30,11.7,2011-05-25,2011,5,25,0.8660254037844387,0.49999999999999994,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1521,2,75,49,62.0,-5.0,53,55.0,3.0,0.0,423,1914,1.9,28.97,29.65,7.8,30,10.1,2011-05-25,2011,5,25,0.8660254037844387,0.49999999999999994,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1522,1,49,43,46.0,-16.0,40,43.0,19.0,0.0,422,1915,1.06,29.15,29.84,17.7,20,17.8,2011-05-26,2011,5,26,0.9396926207859084,0.3420201433256687,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1523,2,50,43,47.0,-16.0,40,43.0,18.0,0.0,422,1915,0.61,29.19,29.83,18.8,10,18.9,2011-05-26,2011,5,26,0.984807753012208,0.17364817766693033,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1524,1,58,40,49.0,-13.0,41,46.0,16.0,0.0,422,1916,0.0,29.21,29.93,7.3,50,8.7,2011-05-27,2011,5,27,0.6427876096865394,0.766044443118978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1525,2,58,42,50.0,-13.0,41,46.0,15.0,0.0,422,1916,0.01,29.27,29.94,6.6,40,8.0,2011-05-27,2011,5,27,0.766044443118978,0.6427876096865393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1526,1,62,51,57.0,-6.0,55,55.0,8.0,0.0,421,1916,0.12,29.1,29.83,6.0,180,6.7,2011-05-28,2011,5,28,-1.0,1.2246467991473532e-16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1527,2,64,52,58.0,-6.0,55,57.0,7.0,0.0,421,1916,0.23,29.16,29.83,4.4,180,5.8,2011-05-28,2011,5,28,-1.0,1.2246467991473532e-16,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1528,1,70,52,61.0,-3.0,59,60.0,4.0,0.0,421,1917,1.88,29.16,29.86,3.6,110,5.7,2011-05-29,2011,5,29,-0.3420201433256687,0.9396926207859084,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1529,2,72,57,65.0,-3.0,60,61.0,0.0,0.0,421,1917,0.92,29.23,29.86,3.6,110,6.6,2011-05-29,2011,5,29,-0.3420201433256687,0.9396926207859084,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1530,1,88,56,72.0,8.0,65,69.0,0.0,7.0,420,1918,0.0,29.26,29.97,12.4,200,12.8,2011-05-30,2011,5,30,-0.9396926207859084,-0.34202014332566866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1531,2,90,65,78.0,8.0,65,70.0,0.0,13.0,420,1918,0.0,29.33,29.96,11.2,190,11.6,2011-05-30,2011,5,30,-0.984807753012208,-0.17364817766693047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1532,1,85,69,77.0,13.0,64,68.0,0.0,12.0,420,1919,0.08,29.34,30.04,12.4,220,13.2,2011-05-31,2011,5,31,-0.766044443118978,-0.6427876096865393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,2,88,69,79.0,13.0,65,70.0,0.0,14.0,420,1919,0.0,29.41,30.02,12.4,220,13.2,2011-05-31,2011,5,31,-0.766044443118978,-0.6427876096865393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
